"","sex","month","fips","year","deaths","deaths.pred","pop.adj","rate.adj","cause","sex.long","deaths.added.median","deaths.added.mean","deaths.added.ll","deaths.added.ul","deaths.added.two.deg.median","deaths.added.two.deg.mean","deaths.added.two.deg.ll","deaths.added.two.deg.ul","month.short","full_name","code_name","perc.mean","perc.ul","perc.ll"
"24",1,10,34,2016,1181,1181,4367744,0.000270391304984908,"Cardiopulmonary","Male",-12.5583660028497,-12.5507734296214,-16.9197867223384,-8.04425433503204,-24.951968477531,-24.9175679019051,-33.5640243804299,-15.9946936062713,"Oct","New Jersey","NJ",-0.0106272425314322,-0.00681139232432857,-0.0143266610688725
"25",1,10,35,2016,299,299,1030663,0.000290104524951415,"Cardiopulmonary","Male",-0.0829395592233845,-0.0821898086000814,-1.75057054933972,1.70958700110891,-0.147369470598534,-0.137415640146293,-3.47522942300812,3.443127023181,"Oct","New Mexico","NM",-0.000274882303010306,0.00571768227795622,-0.0058547510011362
"26",1,10,36,2016,2846,2846,9587365,0.000296849029947227,"Cardiopulmonary","Male",-24.3019245795686,-24.2111193785463,-33.1085778132141,-14.4780024968658,-48.347665711485,-48.1508384888526,-65.7676462827631,-28.8093854259024,"Oct","New York","NY",-0.00850706935296779,-0.00508714072272166,-0.011633372386934
"27",1,10,37,2016,1484,1484,4932952,0.000300834064470929,"Cardiopulmonary","Male",-14.4672859936964,-14.5375668722373,-19.7294542989101,-9.42144723093542,-28.7564771000384,-28.888041255733,-39.1591269411617,-18.76398939325,"Oct","North Carolina","NC",-0.00979620409180409,-0.00634868411788101,-0.013294780524872
"28",1,10,38,2016,123,123,388974,0.000316216508044239,"Cardiopulmonary","Male",-0.841940233693246,-0.837684196434623,-1.40531955392688,-0.266040320865385,-1.67286154015967,-1.66310951453233,-2.78541051340785,-0.520192973921093,"Oct","North Dakota","ND",-0.0068104406214197,-0.00216292943792996,-0.0114253622270478
"29",1,10,39,2016,1961,1961,5691694,0.000344537144828938,"Cardiopulmonary","Male",-14.010580797094,-14.0028126449328,-19.7840803564527,-7.8820843372757,-27.8603865549954,-27.83894290005,-39.3355757024649,-15.6390641713483,"Oct","Ohio","OH",-0.00714064897752822,-0.00401942087571428,-0.010088771216957
"30",1,10,4,2016,882,882,3442895,0.000256179755699782,"Cardiopulmonary","Male",-3.92801779147175,-3.86803858044173,-7.27752131552093,-0.26162459169834,-7.78743742489056,-7.66558180362911,-14.4616807444635,-0.498004862098354,"Oct","Arizona","AZ",-0.0043855312703421,-0.000296626521199932,-0.00825115795410536
"31",1,10,40,2016,717,717,1943903,0.000368845564824994,"Cardiopulmonary","Male",-4.63935628120024,-4.60180364671592,-7.03497151852526,-2.089371532223,-9.22735751440117,-9.15402676296659,-13.983069254858,-4.14576829694696,"Oct","Oklahoma","OK",-0.00641813618788832,-0.0029140467673961,-0.00981167575805475
"32",1,10,41,2016,555,555,2027010,0.000273802299939319,"Cardiopulmonary","Male",-4.63145232305797,-4.63867564502953,-7.2263792964501,-2.34037688074193,-9.20288821323322,-9.20966173660637,-14.3258473608045,-4.63336498943599,"Oct","Oregon","OR",-0.00835797413518834,-0.0042168952806161,-0.013020503236847
"33",1,10,42,2016,2163,2163,6261194,0.000345461265055834,"Cardiopulmonary","Male",-19.1172536235196,-19.1488372729969,-26.094594340588,-12.3370204552055,-38.0339049951386,-38.0910474514256,-51.8621461480456,-24.57691617037,"Oct","Pennsylvania","PA",-0.00885290673740034,-0.00570366179158829,-0.0120640750534387
"34",1,10,44,2016,148,148,513081,0.000288453480054806,"Cardiopulmonary","Male",-1.12615814473764,-1.10895281176181,-1.97724299203032,-0.257097282127075,-2.23433848962856,-2.1978682480207,-3.91949599624422,-0.505455464747343,"Oct","Rhode Island","RI",-0.007492924403796,-0.00173714379815592,-0.0133597499461508
"35",1,10,45,2016,745,745,2407934,0.000309393862124128,"Cardiopulmonary","Male",-7.19843885817773,-7.11674069486527,-9.82467031539779,-4.18404960500256,-14.3073608685793,-14.1377266395665,-19.4806463479454,-8.33333560059212,"Oct","South Carolina","SC",-0.00955267207364466,-0.00561617396644639,-0.0131874769334199
"36",1,10,46,2016,127,127,436272,0.0002911027982543,"Cardiopulmonary","Male",-0.555992440477568,-0.560061407093068,-1.14668272484649,0.029390916988036,-1.10318471968876,-1.11242673532604,-2.27828774823244,0.0612295947727558,"Oct","South Dakota","SD",-0.0044099323393155,0.000231424543212882,-0.00902899783343689
"37",1,10,47,2016,1169,1169,3242515,0.000360522619016412,"Cardiopulmonary","Male",-10.2855608759798,-10.3205997590376,-14.1136260845548,-6.69022363214938,-20.4491455148975,-20.5200060968637,-28.0316979573324,-13.3319408922071,"Oct","Tennessee","TN",-0.00882857122244447,-0.00572303133631256,-0.0120732472921769
"38",1,10,48,2016,3149,3149,13831432,0.000227669846477212,"Cardiopulmonary","Male",-26.244386505516,-26.1686896322163,-36.1766480107692,-15.3578088941484,-52.1723654572132,-52.0304308579697,-71.838509516442,-30.614813600743,"Oct","Texas","TX",-0.00831015866377146,-0.0048770431546994,-0.0114882972406381
"39",1,10,49,2016,215,215,1535894,0.000139983618661184,"Cardiopulmonary","Male",-0.708535168635551,-0.721190738072362,-1.8263942726628,0.380595715359825,-1.40253421023658,-1.42320326670793,-3.63259504747227,0.77168619559831,"Oct","Utah","UT",-0.00335437552591796,0.00177021262958058,-0.00849485708215256
"40",1,10,5,2016,562,562,1467873,0.000382866910148221,"Cardiopulmonary","Male",-3.59166003785343,-3.53840245085888,-5.54715752261838,-1.10587071226218,-7.12672370212599,-7.02904721944461,-11.0225408274655,-2.19538817527754,"Oct","Arkansas","AR",-0.00629608977021152,-0.00196774148089356,-0.00987038705092238
"41",1,10,50,2016,96,96,308466,0.000311217443737722,"Cardiopulmonary","Male",-0.44797671433535,-0.445832874871074,-1.05491674580043,0.152947192639545,-0.887707636208989,-0.881030869295574,-2.09107410427765,0.319969921033528,"Oct","Vermont","VT",-0.00464409244657369,0.00159319992332859,-0.0109887161020878
"42",1,10,51,2016,1066,1066,4136814,0.000257686229064203,"Cardiopulmonary","Male",-7.74613217688861,-7.70657078712537,-11.3423653512204,-4.09219652621648,-15.4083638529218,-15.3203790569612,-22.5246789526337,-8.1369585138819,"Oct","Virginia","VA",-0.00722942850574613,-0.00383883351427438,-0.0106401175902631
"43",1,10,53,2016,840,840,3641400,0.000230680507497116,"Cardiopulmonary","Male",-8.63116764233596,-8.65770391336804,-11.9142824405279,-5.39186876087977,-17.1367456168088,-17.1859892975395,-23.6195235231431,-10.7268365496082,"Oct","Washington","WA",-0.0103067903730572,-0.00641889138199973,-0.014183669572057
"44",1,10,54,2016,358,358,905943,0.000395168349443618,"Cardiopulmonary","Male",-2.73707943872585,-2.7444035376003,-4.143783421486,-1.38892714391297,-5.43918219180854,-5.44872741934196,-8.22196775399518,-2.74977152266607,"Oct","West Virginia","WV",-0.00766593166927458,-0.00387968475953343,-0.0115748140264972
"45",1,10,55,2016,843,843,2873426,0.000293378009386704,"Cardiopulmonary","Male",-7.22246939325745,-7.21928651020413,-10.1643493135703,-4.33578769493013,-14.3724631442268,-14.3580845103514,-20.1852550401624,-8.63817369300064,"Oct","Wisconsin","WI",-0.00856380368944737,-0.0051432831493833,-0.0120573538713763
"46",1,10,56,2016,77,77,298942,0.000257575048002623,"Cardiopulmonary","Male",-0.728794787551611,-0.73505688806738,-1.23490857116999,-0.242734953299993,-1.44376071621426,-1.45515803394416,-2.44784325390675,-0.478957855352231,"Oct","Wyoming","WY",-0.00954619335152442,-0.003152401990909,-0.0160377736515584
"47",1,10,6,2016,4384,4384,19493361,0.000224897081626919,"Cardiopulmonary","Male",-38.0974241670464,-37.8898857710016,-51.5400768166308,-24.659882309814,-75.8003466885468,-75.3616542238362,-102.279163408062,-49.1391225947705,"Oct","California","CA",-0.00864276591491824,-0.00562497315461087,-0.0117564043833556
"48",1,10,8,2016,606,606,2785818,0.000217530362715727,"Cardiopulmonary","Male",-3.34067894724823,-3.29360900868165,-5.68109854102432,-0.809619792763238,-6.6467907436217,-6.54666818766148,-11.2893109365142,-1.58786634754227,"Oct","Colorado","CO",-0.00543499836416113,-0.00133600625868521,-0.0093747500676969
"49",1,10,9,2016,477,477,1745615,0.000273256130360933,"Cardiopulmonary","Male",-5.21059173351282,-5.24295453505443,-7.27765492667866,-3.26099705200016,-10.3437490797932,-10.4074828063215,-14.4112573095639,-6.49822565230894,"Oct","Connecticut","CT",-0.0109915189414139,-0.00683647180712822,-0.0152571382110664
"50",1,1,1,2016,1024,1024,2354522.19195138,0.000434907771734074,"Cardiopulmonary","Male",-10.4126947690248,-10.4556422007902,-13.5810648383572,-7.24040558702377,-20.6940856415952,-20.784070820916,-26.9569371227159,-14.4136819372167,"Jan","Alabama","AL",-0.0102105880867091,-0.0070707085810779,-0.0132627586312082
"51",1,1,10,2016,166,166,459446.052810544,0.000361304660219709,"Cardiopulmonary","Male",-2.06200905461636,-2.06483550610172,-3.01012640900376,-1.11467106167936,-4.08783779328296,-4.08923230189958,-5.94427765232009,-2.21229026683788,"Jan","Delaware","DE",-0.0124387681090465,-0.00671488591373111,-0.0181332916205046
"52",1,1,11,2016,99,99,321267.663420443,0.000308154262853522,"Cardiopulmonary","Male",-0.584307836122515,-0.582770758768927,-1.156791320459,0.0335367740038345,-1.14879276525077,-1.14588801893084,-2.2886401492877,0.0771044653885554,"Jan","District of Columbia","DC",-0.00588657332089826,0.000338755292968025,-0.0116847608127172
"53",1,11,1,2016,952,983.733333333334,2355586,0.000417617244003545,"Cardiopulmonary","Male",-8.22820006091385,-8.17350092814227,-11.4096132299998,-4.83023535157777,-16.3749808089524,-16.2598585717943,-22.6706471254387,-9.6120079078421,"Nov","Alabama","AL",-0.00858561021863684,-0.00507377662980859,-0.0119848878466385
"54",1,11,10,2016,153,158.1,460670,0.000343195780059479,"Cardiopulmonary","Male",-1.5940436516764,-1.59709145280203,-2.64184560408309,-0.634621735635995,-3.16714054283942,-3.16727287614556,-5.23438634053316,-1.25707475352692,"Nov","Delaware","DE",-0.0104385062274643,-0.00414785448128102,-0.0172669647325692
"55",1,11,11,2016,88,90.9333333333333,323230,0.000281327022037971,"Cardiopulmonary","Male",-0.485185823800388,-0.489235802824462,-1.08255473151397,0.104398747629603,-0.962227006199637,-0.96835631108809,-2.14680925859603,0.211607173704471,"Nov","District of Columbia","DC",-0.00555949775936888,0.00118634940488185,-0.0123017583126587
"56",1,11,12,2016,3398,3511.26666666667,10070151,0.000348680637129142,"Cardiopulmonary","Male",-35.9861245054528,-35.9290821312262,-47.5115835512584,-23.6528696562902,-71.5627248044046,-71.4281962471797,-94.3008758787815,-47.0872947653413,"Nov","Florida","FL",-0.0105735968602784,-0.00696082097006773,-0.0139822199974274
"57",1,11,13,2016,1385,1431.16666666667,5020465,0.000285066555919953,"Cardiopulmonary","Male",-12.6666406257023,-12.6706753081857,-16.7984072966255,-8.01422283041094,-25.1843077410066,-25.199461989977,-33.3124615676166,-15.9445754222024,"Nov","Georgia","GA",-0.00914850202757093,-0.00578644247683101,-0.0121288139325816
"58",1,11,16,2016,226,233.533333333333,843532,0.000276851777209796,"Cardiopulmonary","Male",-1.18418707671086,-1.20872165005608,-2.41336708952727,-0.148603383611316,-2.35859250880668,-2.40283740453026,-4.79655110184014,-0.292634292280513,"Nov","Idaho","ID",-0.0053483258852039,-0.000657537095625293,-0.0106786154403862
"59",1,11,17,2016,1750,1808.33333333333,6291791,0.000287411538834226,"Cardiopulmonary","Male",-11.1638710033113,-11.2314045995912,-16.2001581352484,-6.3067392770512,-22.2293018036154,-22.3651456981208,-32.2252412578097,-12.5751339776989,"Nov","Illinois","IL",-0.00641794548548068,-0.00360385101545783,-0.00925723322014193
"60",1,11,18,2016,1081,1117.03333333333,3269562,0.000341646169527702,"Cardiopulmonary","Male",-5.88001393350434,-5.93347453567042,-9.13322293798787,-2.76067847202973,-11.7219166537236,-11.8168572537666,-18.1798097741233,-5.50752858874589,"Nov","Indiana","IN",-0.00548887561116598,-0.00255381912306173,-0.00844886488250497
"61",1,11,19,2016,498,514.600000000001,1559119,0.000330058193120603,"Cardiopulmonary","Male",-3.24272356282597,-3.22433977950945,-4.74839535020499,-1.47289660424484,-6.44530172790204,-6.40751996779595,-9.43648631049665,-2.9205852707373,"Nov","Iowa","IA",-0.00647457787050091,-0.00295762370330288,-0.00953493042209837
"62",1,1,12,2016,3683,3683,9999250.61951269,0.000368327601751769,"Cardiopulmonary","Male",-52.3140025166131,-52.2988468621247,-62.7963514441694,-41.7968118080769,-103.838069920871,-103.798057789775,-124.469030869676,-83.0583534994628,"Jan","Florida","FL",-0.0142000670274572,-0.0113485777377347,-0.017050326213459
"63",1,11,20,2016,456,471.200000000001,1447759,0.000325468534472934,"Cardiopulmonary","Male",-2.97464385106597,-2.98108055342965,-4.63105154651776,-1.26664464876606,-5.9228932515718,-5.93435021545607,-9.1994139472789,-2.52835597273557,"Nov","Kansas","KS",-0.00653745735401239,-0.00277772949290803,-0.0101558147949951
"64",1,11,21,2016,787,813.233333333334,2186553,0.000371924821092072,"Cardiopulmonary","Male",-6.72783287823983,-6.72131823731094,-9.1936297426181,-4.42460466900997,-13.3797338923143,-13.3664348717368,-18.2577786829869,-8.80976060833421,"Nov","Kentucky","KY",-0.00854042978057298,-0.00562211520839894,-0.011681867525563
"65",1,11,22,2016,760,785.333333333333,2289370,0.00034303469222246,"Cardiopulmonary","Male",-11.2888975805969,-11.2198064215666,-13.93737471856,-8.24233301689513,-22.3871613684644,-22.2501967022051,-27.6138376910205,-16.3760737343779,"Nov","Louisiana","LA",-0.0147629031862718,-0.0108451750222304,-0.0183386509454737
"66",1,11,23,2016,239,246.966666666667,652585,0.000378443676558098,"Cardiopulmonary","Male",-1.61662134046235,-1.61607965814954,-2.8335341104505,-0.358681869940785,-3.21648621332381,-3.21022221800695,-5.62234596522218,-0.698873941099519,"Nov","Maine","ME",-0.00676183957384745,-0.00150076096209534,-0.0118557912571151
"67",1,11,24,2016,787,813.233333333334,2914466,0.000279033391823179,"Cardiopulmonary","Male",-4.085167471859,-4.03296822521126,-6.65398842604437,-1.2446088015741,-8.11954067797918,-8.02316659532713,-13.2185131061984,-2.47276561707864,"Nov","Maryland","MD",-0.00512448313241584,-0.00158145972245756,-0.00845487728849348
"68",1,11,25,2016,835,862.833333333333,3305651,0.00026101767347289,"Cardiopulmonary","Male",-10.2664876566255,-10.3041055771234,-13.6096709858614,-7.29981063565349,-20.3962160775912,-20.4678642690984,-26.9813167199513,-14.5146274285639,"Nov","Massachusetts","MA",-0.0123402462001478,-0.00874228818641136,-0.0162990071686963
"69",1,11,26,2016,1629,1683.3,4884746,0.000344603383676449,"Cardiopulmonary","Male",-10.1418069862545,-10.1554177985526,-14.9971217391796,-5.47458229199054,-20.1882810023416,-20.2137849379941,-29.827009771486,-10.9007976766785,"Nov","Michigan","MI",-0.0062341422949985,-0.00336070122283029,-0.00920633624259028
"70",1,11,27,2016,633,654.100000000001,2747630,0.000238059709640672,"Cardiopulmonary","Male",-3.86794528988018,-3.86891651616652,-5.78450954662284,-1.93454324555752,-7.70424446523857,-7.70112665396865,-11.5106703896191,-3.85293591350832,"Nov","Minnesota","MN",-0.00611203241100556,-0.00305615046691551,-0.009138245729262
"71",1,11,28,2016,547,565.233333333334,1448792,0.000390141119866298,"Cardiopulmonary","Male",-5.32272561410997,-5.30595999714985,-7.5470657539338,-3.23805152637466,-10.579170938149,-10.5416945499255,-14.9833029362392,-6.42130926660769,"Nov","Mississippi","MS",-0.00970010968400339,-0.00591965544126995,-0.0137971951625846
"72",1,11,29,2016,1018,1051.93333333333,2992035,0.000351577883725736,"Cardiopulmonary","Male",-6.60409428534376,-6.58729074704534,-9.58669034485052,-3.63556986217307,-13.1479262118763,-13.1147601942672,-19.053198427304,-7.24160112426249,"Nov","Missouri","MO",-0.00647081605800132,-0.00357128670154526,-0.00941718108531485
"73",1,1,13,2016,1520,1520,5003278.6713749,0.000303800787410929,"Cardiopulmonary","Male",-15.6022560173034,-15.6136307403684,-19.9240073479372,-11.4420835652543,-31.0090176199387,-31.0366108718672,-39.5616947906409,-22.746291417265,"Jan","Georgia","GA",-0.0102721254870844,-0.00752768655608834,-0.0131078995710113
"74",1,11,30,2016,163,168.433333333333,524775,0.000320962952376415,"Cardiopulmonary","Male",-0.55625124693087,-0.561236761735661,-1.36641175644203,0.238693482581908,-1.10381639573052,-1.11298306646681,-2.71115619926726,0.482976747063244,"Nov","Montana","MT",-0.00344317031739669,0.00146437719375404,-0.00838289421130082
"75",1,11,31,2016,288,297.6,950671,0.000313042051351098,"Cardiopulmonary","Male",-1.76602816094942,-1.7466885480181,-2.78903703550691,-0.649919801314291,-3.51722142401458,-3.47745665237529,-5.54737046935658,-1.29443820207116,"Nov","Nebraska","NE",-0.0060648907917295,-0.00225666597678573,-0.00968415637328787
"76",1,11,32,2016,471,486.7,1473997,0.000330190631324216,"Cardiopulmonary","Male",-1.93356771542642,-1.9755607679429,-4.21639120276093,0.148383662748297,-3.84350179030995,-3.92037666982369,-8.37063230561567,0.317369006518266,"Nov","Nevada","NV",-0.00419439653491061,0.000315039623669421,-0.00895199830734805
"77",1,11,33,2016,187,193.233333333333,660860,0.000292396775918248,"Cardiopulmonary","Male",-0.971672928335521,-0.981911022718956,-2.00306859736904,0.0700751862107379,-1.92279656137758,-1.94134165937091,-3.97083021535547,0.16410934791143,"Nov","New Hampshire","NH",-0.00525086108405859,0.000374733616100203,-0.0107115967773745
"78",1,11,34,2016,1216,1256.53333333333,4367744,0.000287684748312477,"Cardiopulmonary","Male",-11.9871972013442,-11.96593279459,-16.0721825127832,-7.99801057597796,-23.8393206292904,-23.7950794040026,-31.9078209619073,-15.9388565192423,"Nov","New Jersey","NJ",-0.00984040525870886,-0.00657731132892924,-0.0132172553559072
"79",1,11,35,2016,275,284.166666666667,1030663,0.000275712494449366,"Cardiopulmonary","Male",-0.140261071055617,-0.153347446620612,-1.74276138619966,1.42470055203818,-0.259815864240708,-0.285308989133275,-3.45922199665071,2.86878219926175,"Nov","New Mexico","NM",-0.000557627078620407,0.00518072928013883,-0.00633731413163512
"80",1,11,36,2016,2816,2909.86666666667,9587365,0.000303510575290152,"Cardiopulmonary","Male",-24.0127757371478,-24.0575095912283,-32.3389825395659,-15.5437395094886,-47.7893357363423,-47.8722637817421,-64.2869373893994,-30.9355649658482,"Nov","New York","NY",-0.00854314971279416,-0.00551979385990362,-0.0114840136859254
"81",1,11,37,2016,1459,1507.63333333333,4932952,0.000305624975335931,"Cardiopulmonary","Male",-14.4902080966967,-14.4098434112724,-18.9390452255278,-9.72308886368874,-28.8161639883479,-28.654100127063,-37.6269955771692,-19.3644116437514,"Nov","North Carolina","NC",-0.00987652050121478,-0.00666421443707248,-0.0129808397707525
"82",1,11,38,2016,93,96.1000000000001,388974,0.000247060214821556,"Cardiopulmonary","Male",-0.545941496782459,-0.549420324981607,-0.95116168216741,-0.14235064128072,-1.08352075449997,-1.08998854583419,-1.88715163238529,-0.277665870645706,"Nov","North Dakota","ND",-0.00590774542990975,-0.00153065205678193,-0.010227544969542
"83",1,11,39,2016,1963,2028.43333333333,5691694,0.000356384818532643,"Cardiopulmonary","Male",-14.3730981948843,-14.3321551891549,-19.7430366337541,-8.94301598936246,-28.6182801330302,-28.5259033273154,-39.2468037716365,-17.8266607794377,"Nov","Ohio","OH",-0.00730114884827044,-0.00455579011174858,-0.0100575836137311
"84",1,11,4,2016,950,981.666666666666,3442895,0.000285128261729349,"Cardiopulmonary","Male",-4.64950199115383,-4.65565175029877,-8.1627998415425,-1.03605949808915,-9.24866458195037,-9.24208007758067,-16.1903454614574,-2.0367824134584,"Nov","Arizona","AZ",-0.00490068605294607,-0.001090588945357,-0.00859242088583421
"85",1,11,40,2016,669,691.3,1943903,0.000355624740534893,"Cardiopulmonary","Male",-4.86353467507272,-4.83451093018989,-6.99352097944724,-2.53927086434752,-9.67491478308173,-9.61050909595667,-13.8962721405465,-5.0393164590059,"Nov","Oklahoma","OK",-0.00722647373720462,-0.00379562162084831,-0.0104536935417746
